Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Status
stratos-air-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,StratosAire BioForce Defender® RM3-16/16/5 (2 - 16” UVC lamps with a 5” UVV lamp) or RM3-12/12/5 (2 - 12” UVC lamps with a 5” UVV lamp) Triple Germicidal/Oxidation System,"<p>Remote Mount, 3 lamp System with 2 high output UVC H-lamps and 1, 5"" UVV Oxidation lamp.</p>
<p style=""text-decoration: underline;"">Notes</p>
<ul>
<li>For more information, see our <a href=""/pages/ultraviolet-frequently-asked-questions"">Ultraviolet Frequently Asked Questions</a> page.</li>
</ul>
",Dynamic AQS,Uncategorized,Remote Mount UV,STS,true,Size,"12""",,,,,,,,RM3-12/12/5,4082.013815341,,-1562,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/StratosRM3-16-16-5Blue.png?v=1750081857,1,,false,,,,lb,,active
stratos-air-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,RM3-16/16/5,4082.013815341,,-34,deny,manual,true,true,,,,,,,,,,,,,lb,,
solace-air-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,SolaceAir BioForce Defender® Remote Mount - RM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p><span>Notes</span></p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SLA_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"">Spec Sheet</a>.</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,SLA,true,Size,"12""",,,,,,,,RM3-12/12/5,4082.013815341,,-2335,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SLARM3-16-16-5.jpg?v=1709242947,1,,false,,,,lb,,active
solace-air-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,RM3-16/16/5,4082.013815341,,-339,deny,manual,true,true,,,,,,,,,,,,,lb,,
pure-air-x-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,Pure Air X BioForce Defender® Remote Mount - RM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p><span>Notes</span></p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNA_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"" data-mce-fragment=""1"">Spec Sheet</a>.</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,SNA,true,Size,"12""",,,,,,,,RM3-12/12/5,4082.013815341,,-92,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNARM3-16-16-5.jpg?v=1709243098,1,,false,,,,lb,,active
pure-air-x-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,RM3-16/16/5,4082.013815341,,-194,deny,manual,true,true,,,,,,,,,,,,,lb,,
eco-healthy-home-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,Eco Healthy Home BioForce Defender® Remote Mount - RM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p><span>Notes</span></p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ECO_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617815714"">UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"">Spec Sheet</a>.</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,ECO,true,Size,"12""",,,,,,,,RM3-12/12/5,4082.013815341,,-3,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ECORM3-16-16-5.jpg?v=1709242539,1,,false,,,,lb,,active
eco-healthy-home-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,RM3-16/16/5,4082.013815341,,-1,deny,manual,true,true,,,,,,,,,,,,,lb,,
ars-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,ARS BioForce Defender® Remote Mount - Remote Mount - RM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p><span>Notes</span></p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617810511"">UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"">Spec Sheet</a>.</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,ARS,true,Size,"12""",,,,,,,,RM3-12/12/5,4082.013815341,,-580,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARSRM3-16-16-5.jpg?v=1709241864,1,,false,,,,lb,,active
ars-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,RM3-16/16/5,4082.013815341,,-3,deny,manual,true,true,,,,,,,,,,,,,lb,,
aireserv-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,AireServ BioForce Defender® Remote Mount - RM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p><span>Notes</span></p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617748399"">UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"">Spec Sheet</a>.</li>
</ul>",Dynamic AQS,Uncategorized,Remote Mount UV,ASV,true,Size,"12""",,,,,,,,RM3-12/12/5,4082.013815341,,-261,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVRM3-16-16-5.jpg?v=1709242185,1,,false,,,,lb,,active
aireserv-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,RM3-16/16/5,4082.013815341,,-62,deny,manual,true,true,,,,,,,,,,,,,lb,,
solace-air-rm-2-uvc-uvc-germicidal-system-remote-mount,SolaceAir BioForce Defender® Remote Mount - RM2 Dual UVC Germicidal Unit,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU</p>
<p><span>Notes</span></p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SLA_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"">Spec Sheet</a><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,SLA,true,Size,"12""",,,,,,,,RM2-12/12,4082.013815341,,-4848,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SLARM2-16-16.jpg?v=1709242849,1,,false,,,,lb,,active
solace-air-rm-2-uvc-uvc-germicidal-system-remote-mount,,,,,,,,,"16""",,,,,,,,RM2-16/16,4082.013815341,,-236,deny,manual,true,true,,,,,,,,,,,,,lb,,
stratos-air-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,StratosAire BioForce Defender® FM3-16/16/5 (2 - 16” UVC lamps with a 5” UVV lamp) or FM3-12/12/5 (2 - 12” UVC lamps with a 5” UVV lamp) Triple Germicidal/Oxidation System,"<p>Fixed Mount, 3 lamp System. 2 high output UVC H-lamps and 1 5"" UVV Oxidation lamp.</p>
<p style=""text-decoration: underline;"">Notes</p>
<ul>
<li>For more information, see our <a href=""/pages/ultraviolet-frequently-asked-questions"">Ultraviolet Frequently Asked Questions</a> page.</li>
</ul>
",Dynamic AQS,Uncategorized,Fixed Mount UV,STS,true,Size,"12""",,,,,,,,FM3-12/12/5,4082.013815341,,-10,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/StratosFM3-16-16-5Blue.png?v=1750082153,1,,false,,,,lb,,active
stratos-air-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,FM3-16/16/5,4082.013815341,,-1,deny,manual,true,true,,,,,,,,,,,,,lb,,
pure-air-x-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,Pure Air X BioForce Defender® FM3-16/16/5 (2 - 16” UVC lamps with a 5” UVV lamp) or FM3-12/12/5 (2 - 12” UVC lamps with a 5” UVV lamp) Triple Germicidal/Oxidation System,"<p>Fixed Mount, 3 lamp System. 2 high output UVC H-lamps and 1 5"" UVV Oxidation lamp.</p>
<p style=""text-decoration: underline;"">Notes</p>
<ul>
<li>For more information, see our <a href=""/pages/ultraviolet-frequently-asked-questions"">Ultraviolet Frequently Asked Questions</a> page.</li>
</ul>
",Dynamic AQS,Uncategorized,Fixed Mount UV,SNA,true,Size,"12""",,,,,,,,FM3-12/12/5,4082.013815341,,-1,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNAFM3-16-16-5.jpg?v=1709243030,1,,false,,,,lb,,active
pure-air-x-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,FM3-16/16/5,4082.013815341,,-16,deny,manual,true,true,,,,,,,,,,,,,lb,,
eco-healthy-home-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,Eco Healthy Home BioForce Defender® Fixed Mount - FM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Fixed Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU</p>
<p>Notes</p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ECO_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617815714"">UV Frequently Asked Questions</a><span></span> page or view/download the <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ECO-801_FM_Models_Spec_Sheet_0321.pdf?v=1617815481"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Fixed Mount UV,ECO,true,Size,"12""",,,,,,,,FM3-12/12/5,4082.013815341,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ECOFM3-16-16-5.jpg?v=1709242485,1,,false,,,,lb,,active
eco-healthy-home-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,FM3-16/16/5,4082.013815341,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
ars-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,ARS BioForce Defender® Fixed Mount - FM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Fixed Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU</p>
<p>Notes</p>
<ul>
<li>For more information, see our r<a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617810511"">UV Frequently Asked Questions</a><span></span> page or view/download the <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-801_FM_Models_Spec_Sheet_0321.pdf?v=1617810279"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Fixed Mount UV,ARS,true,Size,"12""",,,,,,,,FM3-12/12/5,4082.013815341,,-8,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARSFM3-16-16-5.jpg?v=1709241844,1,,false,,,,lb,,active
ars-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,FM3-16/16/5,4082.013815341,,-3,deny,manual,true,true,,,,,,,,,,,,,lb,,
aireserv-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,AireServ BioForce Defender® Fixed Mount - FM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Fixed Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU</p>
<p style=""text-decoration: underline;"">Notes</p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617748399"">UV Frequently Asked Questions</a><span></span> page or view/download the <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">Spec Sheet.</a>
</li>
</ul>",Dynamic AQS,Uncategorized,Fixed Mount UV,ASV,true,Size,"12""",,,,,,,,FM3-12/12/5,4082.013815341,,-125,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVFM3-16-16-5.jpg?v=1709242103,1,,false,,,,lb,,active
aireserv-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,FM3-16/16/5,4082.013815341,,-10,deny,manual,true,true,,,,,,,,,,,,,lb,,
solace-air-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,SolaceAir BioForce Defender® Fixed Mount - FM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Fixed Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU</p>
<p>Notes</p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SLA_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">UV Frequently Asked Questions</a><span></span> page or view/download the <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SLA-801_FM_Models_Spec_Sheet_0321.pdf?v=1617816821"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>",Dynamic AQS,Uncategorized,Fixed Mount UV,SLA,true,Size,"12""",,,,,,,,FM3-12/12/5,4082.013815341,,-115,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SLAFM3-16-16-5.jpg?v=1709242891,1,,false,,,,lb,,active
solace-air-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,FM3-16/16/5,4082.013815341,,-95,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,LPD Replacement Media 4-Packs (Smaller than 18 Inch),"<p>4 pack of replacement media for our Low-Pressure Drop Polarized-Media Air Cleaners.</p>
<p>Includes Standard Sizes, Custom Sizes and Oversized (over 30 inches), with first dimension less than or equal to 18 inches.</p>
<p><u>Notes</u></p>
<ul>
<li>For smaller sizes see the <span></span><a href=""https://www.dynamiconlineorders.com/collections/1-inch-air-cleaners/products/1-low-pressure-replacement-media-large"">LPD Media Larger than 19 Inches</a> <span></span>product page.<br>
</li>
<li>For custom sizes, please <span></span><a href=""https://dynamiconlineorders.myshopify.com/pages/contact-us"">contact us</a><a href=""mailto:orders@dynamicaqs.com""></a>.</li>
<li><a href=""https://www.dynamiconlineorders.com/pages/measuring-replacement-media"">How to Measure for Replacement Media</a></li>
<li><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/How_To_Change_The_Media_In_Your_Polarized-Media_Air_Cleaner_P-MAC.pdf?v=1632436087"">How to Change Media</a></li>
<li>For more information, see our <span></span><a href=""https://www.dynamiconlineorders.com/pages/polarized-media-air-cleaner-pmac-top-frequently-asked-questions"" title=""Air Cleaner FAQs"">P-MAC Frequently Asked Questions</a> <span></span>page.</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,1 Inch Air Cleaners,"ARS, ASV, BIO, CAD, ECO, ENV, NEX, SLA, SNA",true,Size,10x20x1,,,,,,,,C4LP1020,0.0,,-203,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/LPD_Replacement_Media.png?v=1609252508,1,,false,,,,lb,,active
1-low-pressure-replacement-media,,,,,,,,,10x24x1,,,,,,,,C4LP1024,0.0,,-33,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,10x25x1,,,,,,,,C4LP1025,0.0,,-17,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,10x30x1,,,,,,,,C4LP1030,0.0,,-22,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,10X36X1,,,,,,,,C4LP1036,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,11-3/8X32-3/8X1,,,,,,,,C4LP113/8233/8X,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,12X12X1,,,,,,,,C4LP1212,0.0,,-262,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,12X18X1,,,,,,,,C4LP1218,0.0,,-16,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,12X20X1,,,,,,,,C4LP1220,0.0,,-174,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,12X24X1,,,,,,,,C4LP1224,0.0,,-554,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,12x25x1,,,,,,,,C4LP1225,0.0,,-33,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,12x30x1,,,,,,,,C4LP1230,0.0,,-107,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,12x36x1,,,,,,,,C4LP1236,0.0,,-21,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,13-1/2X23-1/2X1,,,,,,,,C4LP131/2231/2X,0.0,,-6,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,13-1/8x21-5/8x1,,,,,,,,C4LP131/8215/8X,0.0,,-196,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,13X21-1/2X1,,,,,,,,C4LP13211/2X,0.0,,-6,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,13x21x1,,,,,,,,C4LP1321,0.0,,-20,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,14X14X1,,,,,,,,C4LP1414,0.0,,-242,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,14X18X1,,,,,,,,C4LP1418,0.0,,-54,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,14X20X1,,,,,,,,C4LP1420,0.0,,-1339,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,14X22X1,,,,,,,,C4LP1422,0.0,,-41,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,14X24X1,,,,,,,,C4LP1424,0.0,,-468,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,14X25X1,,,,,,,,C4LP1425,0.0,,-1978,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,14X30X1,,,,,,,,C4LP1430,0.0,,-518,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,14X36X1,,,,,,,,C4LP1436,0.0,,-32,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,15-1/2X24-1/2X1,,,,,,,,C4LP151/2241/2X,0.0,,-5,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,15X20X1,,,,,,,,C4LP1520,0.0,,-180,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,15X21X1,,,,,,,,C4LP1521,0.0,,-4,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,15x22x1,,,,,,,,C4LP1522,0.0,,-11,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,15x25x1,,,,,,,,C4LP1525,0.0,,-69,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16-1/2X21-5/8X1,,,,,,,,C4LP161/2215/8X,0.0,,-1083,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16-1/2X21X1,,,,,,,,C4LP161/221X,0.0,,-6,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16-1/2X28-1/2X1,,,,,,,,C4LP161/2281/2X,0.0,,-1,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16-3/8x21-1/2,,,,,,,,C4LP163/8211/2X,0.0,,-198,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16-9/16X27-1/2X1,,,,,,,,C4LP169/16271/2X,0.0,,-34,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16x16x1,,,,,,,,C4LP1616,0.0,,-134,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16X18X1,,,,,,,,C4LP1618,0.0,,-20,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16X20X1,,,,,,,,C4LP1620,0.0,,-12776,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16X21-1/2X1,,,,,,,,C4LP16211/2X,0.0,,-15,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16x21x1,,,,,,,,C4LP1621,0.0,,-29,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16X24X1,,,,,,,,C4LP1624,0.0,,-346,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16X25X1,,,,,,,,C4LP1625,0.0,,-40395,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16X30X1,,,,,,,,C4LP1630,0.0,,-164,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16x32x1,,,,,,,,C4LP1632,0.0,,-18,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,16x40x1,,,,,,,,C4LP1640,0.0,,-63,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,17-3/8x17-3/8x1,,,,,,,,C4LP173/8173/8X,0.0,,-4,deny,manual,true,true,,,,,,,,,,,,,lb,,
